Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,PICT1010,Introduction to Security Studies,10,,,,,"PICX110, PICT110","S1 Day
S1 Online","
","Dr Roger Huang
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT1011,New Security Challenges,10,,,,,"PICX111, PICT111","S1 Day
S1 Online","
","Associate Professor Andrew Tan
",Department of Security Studies and Criminology,Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT1012,Strategy and Security in the Indo-Pacific,10,,,,,"PICX112, PICT112","S2 Day
S2 Online","
","Dr Yves-Heng Lim
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT1014,International Security in the 20th Century,10,,,,,,"S2 Day
S2 Online","
","Dr Brian Cuddy
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PICT1030,Introduction to Criminology,10,,,,,"PICT101, PICT103","S1 Day
S1 Online","
","Dr James Martin
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT2001,Cybercrime,10,,,40cp at 1000 level or above,,PICT201,"S1 Day
S1 Online","
","Mr Ed Moore
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT2010,Intelligence and Counter Intelligence,10,,,PICT102 or PICT111 or PICT1011 or PICT110 or PICT1010,,"PICX210, PICT210","S1 Day
S1 Online","
","Mr Fred Smith
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT2012,Modern Warfare,10,,,40cp at 1000 level or above,,"PICX212, PICT212","S2 Day
S2 Online","
","Dr Tom Waldman
",Department of Security Studies and Criminology,Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT2013,Crisis Management and Disaster Relief,10,,,PICT111 or PICT1011 or PICT110 or PICT1010,,"PICX213, PICT213","S2 Day
S2 Online","
","Dr Layla Branicki
Mr Vince Hurley
",Department of Security Studies and Criminology,Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT2015,Terrorism in the 21st Century,10,,,40cp at 1000 level or above,,"PICT113, PICX113","S2 Day
S2 Online","
","Dr Julian Droogan
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PICT2020,Policing and Crime,10,,,40cp at 1000 level or above,,"PICT102, PICT202","S2 Day
S2 Online","
","Mr Vince Hurley
",Department of Security Studies and Criminology,Faculty of Arts,91105,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT3001,Transnational Crime,10,,,50cp at 2000 level or above,PICT3020 or PICT320 or SOCI3085 or SOC311,PICT301,"S2 Day
S2 Online","
","Dr Rolando Ochoa
",Department of Security Studies and Criminology,Faculty of Arts,99903,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT3011,Cyber Security in Practice,10,,,150cp at 2000 level or above,,"PICX311, PICT311","S2 Day
S2 Online","
"," Department of Security Studies and Criminology staff 
",Department of Security Studies and Criminology,Faculty of Arts,91100,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT3012,Intelligence Policy,10,,,50cp at 2000 level or above,,,"S1 Day
S1 Online","
","Dr Allon Uhlmann
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PICT3013,Strategies of Political Violence and Counter Terrorism,10,,,50cp at 2000 level or above,,"PICX313, PICT313","S1 Day
S1 Online","
","Dr Roger Huang
",Department of Security Studies and Criminology,Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PICT3014,Australian National Security,10,,,50cp at 2000 level or above,,"PICT211, PICX211","S1 Day
S1 Online","
","Dr Adam Lockyer
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PICT3015,Security Policy Analysis: Current and Emerging Issues,10,,,50cp at 2000 level or above,,,"S2 Day
S2 Online","
","Dr Sheryn Lee
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PICT3020,Ethical Practice in Security Studies,10,,PACE,Admission to (BSecStud or BSecStudLLB or BBusAnalyticsBSecStud ) incl 50cp at 2000 level or above or admission to BSecStudMCTerrorism or BSecStudMCrim or BSecStudMCyberSecAnalysis or BSecStudMIntell or BSecStudMSecStrategicStud,,"PICT312, PICX320, PICT320","S2 Day
S2 Online","
","Dr Brian Cuddy
",Department of Security Studies and Criminology,Faculty of Arts,99905,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH1010,I Polish Studies 1,10,,,Permission by special approval,,PLH120,S1 External,with on campus sessions: None,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH1020,I Polish Studies 2,10,,,Permission by Special Approval,,PLH121,S2 Online,,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH1045,Polish Short Term Residential Program 1,10,,,Permission by Special Approval,,PLH131,"S3 Fieldwork
WV Fieldwork","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH1210,C Polish Studies 3,10,,,Permission by Special Approval,,PLSH2010,S1 External,with on campus sessions: None,"  
Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,PLSH2010,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH1220,C Polish Studies 4,10,,,PLSH1210,,PLSH2020,S2 External,with on campus sessions,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,PLSH2020,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH1310,A Polish Studies 5,10,,,Permission by special approval,,"PLSH3010, PLSH2210",S2 External,with on campus sessions: None,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,"PLSH2210, PLSH3010, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH1320,A Polish Studies 6,10,,,Permission by special approval,,"PLSH3020, PLSH2220",S1 External,with on campus sessions,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,"PLSH3020, PLSH2220",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH2010,I Polish Studies 3,10,,,PLSH1020,,PLH220,S1 External,with on campus sessions,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,"PLSH1210, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH2020,I Polish Studies 4,10,,,PLSH2010 or PLH220,,PLH221,S2 External,"No on-campus sessions, however students must attend an examination in Australia.","Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,"PLSH1220, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH2045,Polish Short Term Residential Program 2,10,,,40cp and permission by special approval,,PLH231,"S3 Fieldwork
WV Fieldwork","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH2210,C Polish Studies 5,10,,,PLSH1220,,"PLSH1310, PLSH3010",S2 External,Attendance for exam only,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,"PLSH1310, PLSH3010",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH2220,C Polish Studies 6,10,,,PLSH2210,,"PLSH1320, PLSH3020",S1 Online,,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,"PLSH1320, PLSH3020, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH2310,A Polish Studies 7,10,,,PLSH1320,,,S1 Online,,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH3010,I Polish Studies 5,10,,,PLH312 or PLSH3012,,PLH324,S2 External,On-campus sessions: None. However students must attend an examination in Australia.,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,"PLSH2210, PLSH1310, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH3012,Reading in Polish,10,,,PLSH2020 or PLH221,,PLH312,S1 External,with on campus sessions: None,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH3020,I Polish Studies 6,10,,,PLSH3010,,"PLSH2220, PLSH1320",S1 Online,,"Dr Kamila Walker
 Eva Gabrielson
",Department of International Studies,Faculty of Arts,91507,No,"PLSH1320, PLSH2220, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,PLSH3025,Polish Literary Genres,10,,,PLSH3010 or PLH324,,PLH325,S2 External,with on campus sessions: None,"Dr Kamila Walker
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,PLSH3045,Polish Short Term Residential Program 3,10,,,40cp and permission by special approval,,PLH331,"S3 Fieldwork
WV Fieldwork","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR1010,Australian Politics in Global Context,10,,,,,"POL165, POIX101, POL101, POIX1010","S1 Day
S1 Online","
","Dr Lloyd Cox
Dr Ashley Lavelle
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR1080,Introduction to Global Politics,10,,,,,"POL168, POIX108, POL108, POIX1080","S2 Day
S2 Online","
","Dr Lavina Lee
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2010,"Contemporary Issues in Australian Politics: Race, Nation, Class and Gender",10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL250, POIX201, POL201, POIX2010","S2 Day
S2 Online","
"," Politics and International Relations staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2030,Theories of World Politics,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL395, POIR203, POIX2030","S1 Day
S1 Online","
","Dr Jonathan Symons
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2060,Modern Political Thought,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL264, POIX206, POL206, POIX2060","S2 Day
S2 Online","
","Associate Professor Aleksandar Pavkovic
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2070,"Governance, Power and Public Policy",10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL307, POL374, POIX207, POL207, POIX2070","S1 Day
S1 External","
with on campus sessions"," Politics and International Relations staff 
","Department of Modern History, Politics and International Relations",Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2100,Immigration: Politics and Policies,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL255, POIR210","S1 Day
S1 Online","
","Dr Adele Garnier
","Department of Modern History, Politics and International Relations",Faculty of Arts,90100,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2580,Political Violence,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL252, POL258, POIX2580","S2 Day
S2 External","
","Associate Professor Steve Wood
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2770,Revolutions,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL260, POL262, POL277","S1 Day
S1 Online","
","Dr Ashley Lavelle
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR2780,Middle-East Politics,10,,,40cp at 1000 level or above or (10cp in HIST or MHIS or POL or POIR or MHIX or POIX units),,"POL266, POL268, POIX278, POL278, POIX2780","S2 Day
S2 Online","
","Dr Jumana Bayeh
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR3030,Global Political Economy,10,,,130cp at 1000 level or above or (20cp in HIST or MHIS or POL or POIR or POIX or MHIX units at 2000 level),,"POL303, POIX3030","S1 Day
S1 Online","
","Dr Sung-Young Kim
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR3040,Creating New States,10,,,"	130cp at 1000 level or above OR (20cp in HIST or MHIS or POL or POIR or MHIX or POIX units at 2000 level)",,"POL342, POIX304, POL304, POIX3040","S1 Day
S1 External","
On-campus sessions: None. However students must attend and examination in Australia.","Associate Professor Aleksandar Pavkovic
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR3050,Religion and Politics,10,,,130cp at 1000 level or above OR (20cp in HIST or MHIS or POL or POIR or MHIX or POIX units at 2000 level),,POL305,"S1 Day
S1 Online","
","Dr Ian Tregenza
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,POIR3060,Policy Making in a Global Era,10,,,"	130cp at 1000 level or above OR (20cp in HIST or MHIS or POL or POIR or MHIX or POIX units at 2000 level)",,"INTS301, INTS303, POL306, POIX3060","S2 Day
S2 Online","
","Dr Adele Garnier
","Department of Modern History, Politics and International Relations",Faculty of Arts,90101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
